负责人	学校名称	世界排名	学院	专业名称	学制	总学费（当地货币）	申请起止日	语言要求	是否需要GRE	是否有面试	是否要作品集/writing sample/essay
小陈	爱丁堡	34	爱丁堡未来研究所	未来教育硕士 MSc Education Futures	1年	32000	R1:7.30	7/6.5 100/23	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	爱丁堡未来研究所	未来治理硕士 MSc Future Governance	1年	32000	R1:7.30	7/6.5 100/23	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	爱丁堡未来研究所	叙事的未来：艺术、数据、社会硕士 MSc Narrative Futures: Art, Data, Society	1年	32000	R1:7.30	7/6.5 100/23	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	爱丁堡未来研究所	服务管理和设计硕士 MSc Service Management and Design	1年	32000	R1:12.15 R2:12.16-次年5.4 R3:5.5-无明确截止日期	7/6.5 100/23	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	爱丁堡未来研究所	数据和人工智能伦理硕士 MSc Data and Artificial Intelligence Ethics	1年	32000	R1:12.15 R2:12.16-次年5.4 R3:5.5-无明确截止日期	7/6.5 100/23	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	爱丁堡未来研究所	行星健康硕士 MSc Planetary Health	1年	32000	R1:7.30	7/6.5 100/23	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	爱丁堡未来研究所	可持续土地与城市硕士 MSc Sustainable Lands and Cities	1年	32000	R1:7.30	7/6.5 100/23	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	爱丁堡未来研究所	未来文化遗产硕士 MSc Cultural Heritage Futures	1年	32000	R1:7.30	7/6.5 100/23	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	爱丁堡未来研究所	未来基础设施、气候变化和可持续发展硕士 MSc Future Infrastructure, Climate Change and Sustainability	1年	32000	R1:7.30	7/6.5 100/23	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	爱丁堡未来研究所	循环经济硕士 MSc Circular Economy	1年	32000	R1:12.15 R2:12.16-次年5.4 R3:5.5-无明确截止日期	7/6.5 100/23	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	爱丁堡法学院	商业法硕士 LLM Commercial Law	1年	32000	R1:9.1-12.15 R2:12.16-次年5.4 R3：5.5-无明确截止日期	7/W7 6.5 100/W25 23	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	爱丁堡法学院	比较私法硕士 LLM Comparative Private Law	1年	32000	R1:9.1-12.15 R2:12.16-次年5.4 R3：5.5-无明确截止日期	7/W7 6.5 100/W25 23	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	爱丁堡法学院	公司法硕士 LLM Corporate Law	1年	32000	R1:9.1-12.15 R2:12.16-次年5.4 R3：5.5-无明确截止日期	7/W7 6.5 100/W25 23	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	爱丁堡法学院	刑法和刑事司法法学硕士 LLM Criminal Law and Criminal Justice	1年	32000	R1:12.15 R2:12.16-次年5.4 R3：5.5-无明确截止日期	7/W7 6.5 100/W25 23	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	爱丁堡法学院	欧洲法律硕士 LLM European Law	1年	32000	R1:12.15 R2:12.16-次年5.4 R3：5.5-无明确截止日期	7/W7 6.5 100/W25 23	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	爱丁堡法学院	全球环境与气候变化法律硕士 LLM Global Environment and Climate Change Law	1年	32000	R1:12.15 R2:12.16-次5.4 R3:5.5-无明确截止日期	7/W7 6.5 100/W25 23	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	爱丁堡法学院	人权法硕士 LLM Human Rights	1年	32000	R1:12.15 R2:12.16-次5.4 R3:5.5-无明确截止日期	7/W7 6.5 100/W25 23	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	爱丁堡法学院	创新、技术与法律学硕士 LLM Innovation, Technology and the Law	1年	32000	R1:12.15 R2:12.16-次5.4 R3:5.5-无明确截止日期	7/W7 6.5 100/W25 23	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	爱丁堡法学院	知识产权法法律硕士 LLM Intellectual Property Law	1年	32000	R1:12.15 R2:12.16-次5.4 R3:5.5-无明确截止日期	7/W7 6.5 100/W25 23	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	爱丁堡法学院	国际银行法和金融发硕士 LLM International Banking Law and Finance	1年	32000	R1:12.15 R2:12.16-次5.4 R3:5.5-无明确截止日期	7/W7 6.5 100/W25 23	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	爱丁堡法学院	国际经济学硕士 LLM International Economic Law	1年	32000	R1:12.15 R2:12.16-次5.4 R3:5.5-无明确截止日期	7/W7 6.5 100/W25 23	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	爱丁堡法学院	国际法硕士 LLM International Law	1年	32000	R1:12.15 R2:12.16-次5.4 R3:5.5-无明确截止日期	7/W7 6.5 100/W25 23	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	爱丁堡法学院	法学硕士	1年	32000	R1:12.15 R2:12.16-次5.4 R3:5.5-无明确截止日期	7/W7 6.5 100/W25 23	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	爱丁堡法学院	医学法律与伦理学法学硕士 LLM Medical Law and Ethics	1年	32000	R1:12.15 R2:12.16-次5.4 R3:5.5-无明确截止日期	7/W7 6.5 100/W25 23	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	爱丁堡法学院	犯罪学和刑事司法硕士 MSc Criminology and Criminal Justice	1年	32000	R1:12.15 R2:12.16-次5.4 R3:5.5-无明确截止日期	7/W7 6.5 100/W25 23	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	爱丁堡法学院	全球犯罪、司法和安全硕士 MSc Global Crime, Justice and Security	1年	32000	R1:12.15 R2:12.16-次5.4 R3:5.5-无明确截止日期	7/W7 6.5 100/W25 23	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	爱丁堡艺术学院	全球前现代艺术：历史、遗产和策展硕士 MSc Global Premodern Art: History, Heritage and Curation	1年	32000	R1:6.29	7/6 100/20	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	爱丁堡艺术学院	当代艺术实践硕士（eca） MA (eca) Contemporary Art Practice	1年	33200	R1:12.15 R2:12.16-次5.4 R3:5.5-无明确截止日期	6.5/6 92/20	无明确要求	无明确要求	需要
小陈	爱丁堡	34	爱丁堡艺术学院	当代艺术理论硕士（eca） MA (eca) Contemporary Art Theory	1年	33200	R1:6.29	6.5/6 92/20	无明确要求	无明确要求	需要
小陈	爱丁堡	34	爱丁堡艺术学院	变革设计硕士（eca） MA (eca) Design for Change	1年	33200	R1:12.15 R2:12.16-次5.4 R3:5.5-无明确截止日期	7/6 100/20	无明确要求	无明确要求	需要
小陈	爱丁堡	34	爱丁堡艺术学院	电影导演硕士（eca） MA (eca) Film Directing	1年	33200	R1:12.15 R2:12.16-次5.4 R3:5.5-无明确截止日期	7/6 100/20	无明确要求	无明确要求	需要
小陈	爱丁堡	34	爱丁堡艺术学院	平面设计硕士（eca） «MA (eca) Graphic Design	1年	33200	R1:12.15 R2:12.16-次5.4 R3:5.5-无明确截止日期	7/6 100/20	无明确要求	无明确要求	需要
小陈	爱丁堡	34	爱丁堡艺术学院	插画硕士（eca） MA (eca) Illustration	1年	33200	R1:12.15 R2:12.16-次5.4 R3:5.5-无明确截止日期	7/6 100/20	无明确要求	无明确要求	需要
小陈	爱丁堡	34	爱丁堡艺术学院	室内、建筑和空间设计硕士（eca） MA (eca) Interior, Architectural and Spatial Design	1年	33200	R1:6.29	6.5/6 92/20	无明确要求	无明确要求	需要
小陈	爱丁堡	34	爱丁堡艺术学院	建筑学硕士（ARB/RIBA第2部分） MArch Architecture, Master of (ARB/RIBA Part 2)	21个月	38900	R1:12.15 R2:12.16-次5.4 R3:5.5-无明确截止日期	7/W6.5 6 100/W23 20	无明确要求	无明确要求	需要
小陈	爱丁堡	34	爱丁堡艺术学院	景观设计硕士 «MLA Landscape Architecture	21个月	32000	R1:6.29	6.5/6 92/20	无明确要求	无明确要求	需要
小陈	爱丁堡	34	爱丁堡艺术学院	声学和音乐技术硕士 MSc Acoustics and Music Technology	1年	33200	R1:6.29	6.5/6 92/20	无明确要求	无明确要求	需要
小陈	爱丁堡	34	爱丁堡艺术学院	高级可持续设计硕士 MSc Advanced Sustainable Design	1年	32000	R1:6.29	6.5/6 92/20	无明确要求	无明确要求	需要
小陈	爱丁堡	34	爱丁堡艺术学院	建筑与城市设计硕士 MSc Architectural and Urban Design	1年	33200	R1:6.29	6.5/6 92/20	无明确要求	无明确要求	需要
小陈	爱丁堡	34	爱丁堡艺术学院	建筑保护硕士 MSc Architectural Conservation	1年	32000	R1:6.29	7/6 100/20	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	爱丁堡艺术学院	设计与数字媒体硕士 MSc Design and Digital Media	1年	33200	R1:12.15 R2:12.16-次5.4 R3:5.5-无明确截止日期	7/6 100/20	无明确要求	无明确要求	需要
小陈	爱丁堡	34	爱丁堡艺术学院	设计信息学硕士（eca） MA (eca) Design Informatics	1年	45410	R1:12.15 R2:12.16-次5.4 R3:5.5-无明确截止日期	7/6 100/20	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	爱丁堡艺术学院	艺术史、理论和展示硕士 MSc History of Art, Theory and Display	1年	32000	R1:6.29	7/6 100/20	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	爱丁堡艺术学院	景观与福祉硕士 MSc Landscape and Wellbeing	1年	32000	R1:6.29	7/6 100/20	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	爱丁堡艺术学院	现代和当代艺术硕士：历史、策展和批评 MSc Modern and Contemporary Art: History, Curating and Criticism	1年	32000	R1:6.29	7/6.5 100/23	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	爱丁堡艺术学院	声音设计硕士 MSc Sound Design	1年	33200	R1:12.15 R2:12.16-次5.4 R3:5.5-无明确截止日期	6.5/6 92/20	无明确要求	无明确要求	需要
小陈	爱丁堡	34	爱丁堡艺术学院	城市战略与设计理学硕士 MSc Urban Strategies and Design	1年	33200	R1:6.29	7/W6.5 6 100/W23 20	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	爱丁堡艺术学院	建筑、景观和环境硕士 MSc Architecture, Landscape and Environment	1年	32000	已截止	7/6 100/20	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	爱丁堡艺术学院	作曲硕士 MMus Composition	1年	32000	R1:6.29	6.5/6 92/20	无明确要求	无明确要求	需要
小陈	爱丁堡	34	爱丁堡艺术学院	工艺学硕士（eca） MA (eca) Craft	1年	33200	R1:6.29	7/6 100/20	无明确要求	无明确要求	需要
小陈	爱丁堡	34	爱丁堡艺术学院	音乐学硕士 MMus Musicology	1年	32000	R1:6.29	7/6.5 100/23	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	爱丁堡艺术学院	电影学硕士（新专业） MFA Film Art	2年	33200	R1:6.29	6.5/6 92/20	无明确要求	无明确要求	需要
小陈	爱丁堡	34	物理和天文学学院	数学物理学硕士 «MSc Mathematical Physics	1年	32000	R1:12.15 R2:12.16-次年3.31 R3:4.1-5.31	6.5/6 92/20	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	物理和天文学学院	粒子与核物理学硕士 MSc Particle and Nuclear Physics	1年	39200	R1:12.15 R2:12.16-次年3.31 R3:4.1-5.31	6.5/6 92/20	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	物理和天文学学院	理论物理理学硕士 MSc Theoretical Physics	1年	32000	R1:12.15 R2:12.16-次年3.31 R3:4.1-5.31	6.5/6 92/20	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	物理和天文学学院	天体生物学和行星科学硕士 MSc Astrobiology and Planetary Sciences	1年	32000	R1:12.15 R2:12.16-次年3.31 R3:4.1-5.31	6.5/6 92/20	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	生物科学学院	环境保护与管理硕士	1年	45410	R1:12.15 R2:12.16-次年3.31 R3:4.1-5.31	7/6 100/20	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	生物科学学院	动物育种和遗传学硕士 MSc Animal Breeding and Genetics	1年	45410	R1:12.15 R2:12.16-次年3.31 R3:4.1-5.31	7/6 100/20	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	生物科学学院	生物化学硕士 MSc Biochemistry	1年	45410	R1:12.15 R2:12.16-次年3.31 R3:4.1-5.31	7/6 100/20	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	生物科学学院	植物的生物多样性和分类学硕士 MSc Biodiversity and Taxonomy of Plants	1年	45410	R1:12.15 R2:12.16-次年3.31 R3:4.1-5.31	7/6 100/20	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	生物科学学院	生物信息学硕士 MSc Bioinformatics	1年	45410	R1:12.15 R2:12.16-次年3.31 R3:4.1-5.31	7/6 100/20	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	生物科学学院	生物技术硕士 MSc Biotechnology	1年	45410	R1:12.15 R2:12.16-次年3.31 R3:4.1-5.31	7/6 100/20	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	生物科学学院	药物发现和转化生物学硕士 MSc Drug Discovery and Translational Biology	1年	45410	R1:12.15 R2:12.16-次年3.31 R3:4.1-5.31	7/6 100/20	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	生物科学学院	进化遗传学硕士 MSc Evolutionary Genetics	1年	45410	R1:12.15 R2:12.16-次年3.31 R3:4.1-5.31	7/6 100/20	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	生物科学学院	人类复杂性状遗传学硕士 MSc Human Complex Trait Genetics	1年	45410	R1:12.15 R2:12.16-次年3.31 R3:4.1-5.31	7/6 100/20	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	生物科学学院	定量遗传学和基因组分析硕士 MSc Quantitative Genetics and Genome Analysis	1年	45410	R1:12.15 R2:12.16-次年3.31 R3:4.1-5.31	7/6 100/20	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	生物科学学院	合成生物学和生物技术理学硕士 MSc Synthetic Biology and Biotechnology	1年	45410	R1:12.15 R2:12.16-次年3.31 R3:4.1-5.31	7/6 100/20	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	生物科学学院	生态学、进化和生物多样性硕士 MSc Ecology, Evolution and Biodiversity	1年	37800	R1:12.15 R2:12.16-次年3.31 R3:4.1-5.31	7/6 100/20	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	生物科学学院	生物学数据科学硕士 MSc Data Science for Biology	1年	45410	R1:12.15 R2:12.16-次年3.31 R3:4.1-5.31	7/6 100/20	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	皇家（迪克）兽医学院	应用动物行为和动物福利硕士 MSc Applied Animal Behaviour and Animal Welfare	1年	25940	R1:12.15 R2:12.16-次年3.6 R3:3.7-5.8 R4:5.9-7.10	7/6.5 100/23	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	社会与政治学学院	数字社会学硕士 MSc Digital Sociology	1年	32000	无明确截止日期	7/6 100/20	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	社会与政治学学院	非洲与国际发展硕士 MSc Africa and International Development	1年	32000	R1:次年6.29	7/6 100/20	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	社会与政治学学院	比较公共政策硕士 MSc Comparative Public Policy	1年	32000	R1:12.15 R2:12.16-次年5.4 R3:5.5-无明确日期	7/6 100/20	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	社会与政治学学院	全球环境、政治和社会硕士 MSc Global Environment, Politics and Society	1年	32000	R1:次年6.29	7/6 100/20	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	社会与政治学学院	全球卫生政策硕士 MSc Global Health Policy	1年	32000	R1:次年6.29	7/6 100/20	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	社会与政治学学院	全球心理健康与社会硕士 MSc Global Mental Health and Society	1年	32000	R1:次年6.29	7/6 100/20	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	社会与政治学学院	国际和欧洲政治学硕士 MSc International and European Politics	1年	32000	R1:次年6.29	7/6 100/20	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	社会与政治学学院	国际发展硕士 MSc International Development	1年	32000	R1:9.1-12.15 R2:12.16-次5.3 R3:5.5-无明确截止日期	7/6 100/20	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	社会与政治学学院	国际关系硕士 MSc International Relations	1年	32000	R1:9.1-12.15 R2:12.16-次5.3 R3:5.5-无明确截止日期	7/6 100/20	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	社会与政治学学院	生物经济、创新和治理管理硕士 MSc Management of Bioeconomy, Innovation and Governance	1年	32000	R1:次年6.29	7/6 100/20	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	社会与政治学学院	医学人类学硕士 MSc Medical Anthropology	1年	32000	R1:次年6.29	7/6 100/20	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	社会与政治学学院	公共政策硕士 MSc Public Policy	1年	32000	R1:12.15 R2:12.16-次年5.4 R3:5.5-无明确日期	7/6 100/20	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	社会与政治学学院	社会中的科学和技术硕士 MSc Science and Technology in Society	1年	32000	R1:次年6.29	7/6 100/20	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	社会与政治学学院	社会人类学硕士 MSc Social Anthropology	1年	32000	R1:次年6.29	7/6 100/20	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	社会与政治学学院	社会研究硕士 MSc Social Research	1年	32000	R1:次年6.29	7/6 100/20	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	社会与政治学学院	社会学和全球变化硕士 MSc Sociology and Global Change	1年	32000	无明确截止日期	7/6 100/20	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	社会与政治学学院	社会研究硕士 MSc Social Research	1年	32000	R1:次年6.29	7/6 100/20	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	社会与政治学学院	冲突、安全与发展硕士 MSc Conflict, Security and Development	1年	32000	R1:次年6.29	7/6 100/20	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	社会科学卫生学院	咨询（人际对话）硕士 MCouns Counselling (Interpersonal Dialogue)	2年	29150	R1:1.7	7/6 100/20	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	社会科学卫生学院	高级护理学硕士 MSc Advanced Nursing	1年	32000	R1:7.30	6.5/6 92/20	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	社会科学卫生学院	咨询研究硕士 MSc Counselling Studies	1年	32000	R1:12.15 R2:12.16-次年5.4 R3:5.5-无明确日期	7/6.5 100/23	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	社会科学卫生学院	儿童和青少年心理健康硕士：心理学方法 MSc Mental Health in Children and Young People: Psychological Approaches	1年	32000	R1:12.15 R2:12.16-次年5.4 R3:5.5-无明确日期	7/6.5 100/23	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	社会科学卫生学院	精神健康心理学硕士（转换） MSc Psychology of Mental Health (Conversion)	1年	32000	R1:12.15 R2:12.16-次年5.4 R3:5.5-无明确日期	7/6.5 100/23	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	社会科学卫生学院	注册护士前护理学（成人）MN（T） MN(T) Nursing with Pre-Registration (Adult)	2年	38900	R1:6.30	7/7 100/25	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	社会科学卫生学院	心理治疗硕士 MSc Psychological Therapies	2年	27200	R1:次2.12 R2:2.13-5.4	7/6.5 100/23	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	社会科学卫生学院	国际与跨文化咨询研究硕士 MSc International and Cross-Cultural Counselling Studies	1年	32000	R1:7.30	7/6.5 100/23	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	神学院	圣经研究神学/理学硕士 MTh, MSc Biblical Studies	1年	32000	R1:8.30	7/6 100/20	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	神学院	宗教研究硕士 MSc Religious Studies	1年	32000	R1:8.30	7/6 100/20	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	神学院	科学与宗教硕士 MSc Science and Religion	1年	32000	R1:8.30	7/6 100/20	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	神学院	历史神学硕士 MTh Theology in History	1年	32000	R1:8.31	7/6 100/20	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	神学院	世界基督教硕士 MTh World Christianity	1年	32000	R1:8.31	7/6 100/20	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	神学院	宗教与文学硕士 MTh, MSc Religion and Literature	1年	32000	R1:8.30	7/6 100/20	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	神学院	佛教研究硕士 MSc Buddhist Studies	1年	32000	R1:8.30	7/6 100/20	无明确要求	无明确要求	无明确要求
小陈	爱丁堡	34	经济学院	经济学（金融）硕士 MSc Economics (Finance)	1年	32000	R1:12.15 R2:12.16-次年5.4 R3:5.5-无明确日期	7/R L6.5 6 100/R L23 20	加分项	无明确要求	无明确要求
小陈	爱丁堡	34	经济学院	经济学硕士 MSc Economics	1年	32000	R1:12.15 R2:12.16-次年5.4 R3:5.5-无明确日期	7/R L6.5 6 100/R L23 20	加分项	无明确要求	无明确要求
小陈	爱丁堡	34	经济学院	经济学（计量经济学）硕士 MSc Economics (Econometrics)	1年	32000	R1:12.15 R2:12.16-次年5.4 R3:5.5-无明确日期	7/R L6.5 6 100/R L23 20	加分项	无明确要求	无明确要求
小陈	爱丁堡	34	经济学院	数字经济学和计量经济学硕士 MSc Mathematical Economics and Econometrics	1年	32000	R1:12.15 R2:12.16-次年5.4 R3:5.5-无明确日期	7/R L6.5 6 100/R L23 20	加分项	无明确要求	无明确要求
